"S.NO","Hotspot Name","Hotspot Location","Vehicle Type","Parking Charge"
"1","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"2","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"3","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"4","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"5","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"6","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","50"
"7","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","50"
"8","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","50"
"9","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","50"
"10","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","50"
"11","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","50"
"12","Kapaleeshwarar Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","50"
"13","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","300"
"14","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","300"
"15","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","300"
"16","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","300"
"17","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","300"
"18","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","100"
"19","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","100"
"20","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","100"
"21","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","150"
"22","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","100"
"23","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","100"
"24","Marina Beach","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","50"
"25","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"26","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"27","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"28","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"29","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"30","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","60"
"31","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","60"
"32","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","60"
"33","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","80"
"34","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","60"
"35","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","60"
"36","Fort St.George Museum","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","60"
"37","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"38","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"39","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"40","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"41","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"42","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","60"
"43","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","60"
"44","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","60"
"45","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","80"
"46","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","60"
"47","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","60"
"48","Government Museum Chennai","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","60"
"49","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"50","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"51","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"52","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"53","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"54","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","60"
"55","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","60"
"56","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","60"
"57","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","80"
"58","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","60"
"59","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","60"
"60","Santhome Cathedral Basilica","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","60"
"61","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"62","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"63","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"64","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"65","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"66","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","60"
"67","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","60"
"68","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","60"
"69","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","80"
"70","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","60"
"71","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","60"
"72","Thousand Lights Mosque","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","60"
"73","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"74","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"75","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"76","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"77","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"78","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","10"
"79","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","10"
"80","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","10"
"81","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","50"
"82","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","10"
"83","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","10"
"84","Guindy National Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","10"
"85","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"86","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"87","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"88","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"89","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"90","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","25"
"91","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","25"
"92","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","25"
"93","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","45"
"94","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","25"
"95","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","25"
"96","Parthasarathy Temple","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","10"
"97","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","150"
"98","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","150"
"99","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","150"
"100","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","150"
"101","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","150"
"102","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","20"
"103","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","20"
"104","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","20"
"105","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","40"
"106","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","20"
"107","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","20"
"108","Vivekanandar House","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","20"
"109","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","VOLVO - 43 SEATER","300"
"110","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ LARGE - 45 SEATER","300"
"111","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 40 SEATER","300"
"112","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","LEYLAND - 36 SEATER","300"
"113","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","BENZ- 26 SEATER","300"
"114","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA CRYSTA 7+1","150"
"115","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","INNOVA 7+1","150"
"116","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","MUV 6+1","150"
"117","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Tempo Traveller 12 Seater","170"
"118","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova Crysta 6+1","150"
"119","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Innova","150"
"120","Arignar Anna Zoological Park","Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu","Sedan","150"
"121","Mahabalipuram  Group of Monuments","Mahabalipuram","VOLVO - 43 SEATER","150"
"122","Mahabalipuram  Group of Monuments","Mahabalipuram","BENZ LARGE - 45 SEATER","150"
"123","Mahabalipuram  Group of Monuments","Mahabalipuram","LEYLAND - 40 SEATER","150"
"124","Mahabalipuram  Group of Monuments","Mahabalipuram","LEYLAND - 36 SEATER","150"
"125","Mahabalipuram  Group of Monuments","Mahabalipuram","BENZ- 26 SEATER","150"
"126","Mahabalipuram  Group of Monuments","Mahabalipuram","INNOVA CRYSTA 7+1","75"
"127","Mahabalipuram  Group of Monuments","Mahabalipuram","INNOVA 7+1","75"
"128","Mahabalipuram  Group of Monuments","Mahabalipuram","MUV 6+1","75"
"129","Mahabalipuram  Group of Monuments","Mahabalipuram","Tempo Traveller 12 Seater","120"
"130","Mahabalipuram  Group of Monuments","Mahabalipuram","Innova Crysta 6+1","75"
"131","Mahabalipuram  Group of Monuments","Mahabalipuram","Innova","75"
"132","Mahabalipuram  Group of Monuments","Mahabalipuram","Sedan","75"
"133","Paradise Beach","Pondicherry Airport","VOLVO - 43 SEATER","150"
"134","Paradise Beach","Pondicherry Airport","BENZ LARGE - 45 SEATER","150"
"135","Paradise Beach","Pondicherry Airport","LEYLAND - 40 SEATER","150"
"136","Paradise Beach","Pondicherry Airport","LEYLAND - 36 SEATER","150"
"137","Paradise Beach","Pondicherry Airport","BENZ- 26 SEATER","150"
"138","Paradise Beach","Pondicherry Airport","INNOVA CRYSTA 7+1","50"
"139","Paradise Beach","Pondicherry Airport","INNOVA 7+1","50"
"140","Paradise Beach","Pondicherry Airport","MUV 6+1","50"
"141","Paradise Beach","Pondicherry Airport","Tempo Traveller 12 Seater","100"
"142","Paradise Beach","Pondicherry Airport","Innova Crysta 6+1","50"
"143","Paradise Beach","Pondicherry Airport","Innova","50"
"144","Paradise Beach","Pondicherry Airport","Sedan","30"
"145","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","VOLVO - 43 SEATER","150"
"146","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","BENZ LARGE - 45 SEATER","150"
"147","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","LEYLAND - 40 SEATER","150"
"148","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","LEYLAND - 36 SEATER","150"
"149","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","BENZ- 26 SEATER","150"
"150","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","INNOVA CRYSTA 7+1","60"
"151","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","INNOVA 7+1","60"
"152","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","MUV 6+1","60"
"153","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","Tempo Traveller 12 Seater","80"
"154","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","Innova Crysta 6+1","60"
"155","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","Innova","60"
"156","Sri Aurobindo Ashram","Pondicherry Airport|Pondicherry","Sedan","60"
"157","Auroville","Pondicherry Airport|Pondicherry","VOLVO - 43 SEATER","500"
"158","Auroville","Pondicherry Airport|Pondicherry","BENZ LARGE - 45 SEATER","500"
"159","Auroville","Pondicherry Airport|Pondicherry","LEYLAND - 40 SEATER","500"
"160","Auroville","Pondicherry Airport|Pondicherry","LEYLAND - 36 SEATER","500"
"161","Auroville","Pondicherry Airport|Pondicherry","BENZ- 26 SEATER","500"
"162","Auroville","Pondicherry Airport|Pondicherry","INNOVA CRYSTA 7+1","200"
"163","Auroville","Pondicherry Airport|Pondicherry","INNOVA 7+1","150"
