"S.NO","Hotspot Name","Hotspot Location","Vehicle Type","Parking Charge"
"3840","Aliyar dam reserve park","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA CRYSTA 7+1","60"
"3841","Aliyar dam reserve park","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA 7+1","60"
"3842","Aliyar dam reserve park","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","MUV 6+1","60"
"3843","Aliyar dam reserve park","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Tempo Traveller 12 Seater","80"
"3844","Aliyar dam reserve park","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova Crysta 6+1","60"
"3845","Aliyar dam reserve park","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova","60"
"3846","Aliyar dam reserve park","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Sedan","60"
"3847","Pykara Waterfalls.","Pykara Waterfalls","VOLVO - 43 SEATER","150"
"3848","Pykara Waterfalls.","Pykara Waterfalls","BENZ LARGE - 45 SEATER","150"
"3849","Pykara Waterfalls.","Pykara Waterfalls","LEYLAND - 40 SEATER","150"
"3850","Pykara Waterfalls.","Pykara Waterfalls","LEYLAND - 36 SEATER","150"
"3851","Pykara Waterfalls.","Pykara Waterfalls","BENZ- 26 SEATER","150"
"3852","Pykara Waterfalls.","Pykara Waterfalls","INNOVA CRYSTA 7+1","60"
"3853","Pykara Waterfalls.","Pykara Waterfalls","INNOVA 7+1","60"
"3854","Pykara Waterfalls.","Pykara Waterfalls","MUV 6+1","60"
"3855","Pykara Waterfalls.","Pykara Waterfalls","Tempo Traveller 12 Seater","80"
"3856","Pykara Waterfalls.","Pykara Waterfalls","Innova Crysta 6+1","60"
"3857","Pykara Waterfalls.","Pykara Waterfalls","Innova","60"
"3858","Pykara Waterfalls.","Pykara Waterfalls","Sedan","60"
"3859","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","VOLVO - 43 SEATER","150"
"3860","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","BENZ LARGE - 45 SEATER","150"
"3861","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","LEYLAND - 40 SEATER","150"
"3862","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","LEYLAND - 36 SEATER","150"
"3863","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","BENZ- 26 SEATER","150"
"3864","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA CRYSTA 7+1","60"
"3865","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA 7+1","60"
"3866","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","MUV 6+1","60"
"3867","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Tempo Traveller 12 Seater","80"
"3868","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova Crysta 6+1","60"
"3869","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova","60"
"3870","Insect museum TNAU","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Sedan","60"
"3871","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","VOLVO - 43 SEATER","150"
"3872","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","BENZ LARGE - 45 SEATER","150"
"3873","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","LEYLAND - 40 SEATER","150"
"3874","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","LEYLAND - 36 SEATER","150"
"3875","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","BENZ- 26 SEATER","150"
"3876","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA CRYSTA 7+1","60"
"3877","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA 7+1","60"
"3878","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","MUV 6+1","60"
"3879","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Tempo Traveller 12 Seater","80"
"3880","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova Crysta 6+1","60"
"3881","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova","60"
"3882","TNAU Botanical Garden","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Sedan","60"
"3883","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","VOLVO - 43 SEATER","150"
"3884","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","BENZ LARGE - 45 SEATER","150"
"3885","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","LEYLAND - 40 SEATER","150"
"3886","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","LEYLAND - 36 SEATER","150"
"3887","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","BENZ- 26 SEATER","150"
"3888","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA CRYSTA 7+1","60"
"3889","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","INNOVA 7+1","60"
"3890","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","MUV 6+1","60"
"3891","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Tempo Traveller 12 Seater","80"
"3892","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova Crysta 6+1","60"
"3893","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Innova","60"
"3894","Tamil nadu police museum","Coimbatore, International Airport|Coimbatore|Coimbatore, Railway Station","Sedan","60"
"3895","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","VOLVO - 43 SEATER","150"
"3896","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","BENZ LARGE - 45 SEATER","150"
"3897","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","LEYLAND - 40 SEATER","150"
"3898","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","LEYLAND - 36 SEATER","150"
"3899","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","BENZ- 26 SEATER","150"
"3900","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","INNOVA CRYSTA 7+1","60"
"3901","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","INNOVA 7+1","60"
"3902","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","MUV 6+1","60"
"3903","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","Tempo Traveller 12 Seater","80"
"3904","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","Innova Crysta 6+1","60"
"3905","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","Innova","60"
"3906","Sathyamangalam tiger reserve  park","Erode, Tamil Nadu, India","Sedan","60"
"3907","Periyar science center","Erode, Tamil Nadu, India","VOLVO - 43 SEATER","150"
"3908","Periyar science center","Erode, Tamil Nadu, India","BENZ LARGE - 45 SEATER","150"
"3909","Periyar science center","Erode, Tamil Nadu, India","LEYLAND - 40 SEATER","150"
"3910","Periyar science center","Erode, Tamil Nadu, India","LEYLAND - 36 SEATER","150"
"3911","Periyar science center","Erode, Tamil Nadu, India","BENZ- 26 SEATER","150"
"3912","Periyar science center","Erode, Tamil Nadu, India","INNOVA CRYSTA 7+1","60"
"3913","Periyar science center","Erode, Tamil Nadu, India","INNOVA 7+1","60"
"3914","Periyar science center","Erode, Tamil Nadu, India","MUV 6+1","60"
"3915","Periyar science center","Erode, Tamil Nadu, India","Tempo Traveller 12 Seater","80"
"3916","Periyar science center","Erode, Tamil Nadu, India","Innova Crysta 6+1","60"
"3917","Periyar science center","Erode, Tamil Nadu, India","Innova","60"
"3918","Periyar science center","Erode, Tamil Nadu, India","Sedan","60"
"3919","Vellode bird sanctuary","Erode, Tamil Nadu, India","VOLVO - 43 SEATER","150"
"3920","Vellode bird sanctuary","Erode, Tamil Nadu, India","BENZ LARGE - 45 SEATER","150"
"3921","Vellode bird sanctuary","Erode, Tamil Nadu, India","LEYLAND - 40 SEATER","150"
"3922","Vellode bird sanctuary","Erode, Tamil Nadu, India","LEYLAND - 36 SEATER","150"
"3923","Vellode bird sanctuary","Erode, Tamil Nadu, India","BENZ- 26 SEATER","150"
"3924","Vellode bird sanctuary","Erode, Tamil Nadu, India","INNOVA CRYSTA 7+1","60"
"3925","Vellode bird sanctuary","Erode, Tamil Nadu, India","INNOVA 7+1","60"
"3926","Vellode bird sanctuary","Erode, Tamil Nadu, India","MUV 6+1","60"
"3927","Vellode bird sanctuary","Erode, Tamil Nadu, India","Tempo Traveller 12 Seater","80"
"3928","Vellode bird sanctuary","Erode, Tamil Nadu, India","Innova Crysta 6+1","60"
"3929","Vellode bird sanctuary","Erode, Tamil Nadu, India","Innova","60"
"3930","Vellode bird sanctuary","Erode, Tamil Nadu, India","Sedan","60"
"3931","Valara Water Falls","Munnar","VOLVO - 43 SEATER","150"
"3932","Valara Water Falls","Munnar","BENZ LARGE - 45 SEATER","150"
"3933","Valara Water Falls","Munnar","LEYLAND - 40 SEATER","150"
"3934","Valara Water Falls","Munnar","LEYLAND - 36 SEATER","150"
"3935","Valara Water Falls","Munnar","BENZ- 26 SEATER","150"
"3936","Valara Water Falls","Munnar","INNOVA CRYSTA 7+1","60"
"3937","Valara Water Falls","Munnar","INNOVA 7+1","60"
"3938","Valara Water Falls","Munnar","MUV 6+1","60"
"3939","Valara Water Falls","Munnar","Tempo Traveller 12 Seater","80"
"3940","Valara Water Falls","Munnar","Innova Crysta 6+1","60"
"3941","Valara Water Falls","Munnar","Innova","60"
"3942","Valara Water Falls","Munnar","Sedan","60"
"3943","Sangagiri fort","Erode, Tamil Nadu, India","VOLVO - 43 SEATER","150"
"3944","Sangagiri fort","Erode, Tamil Nadu, India","BENZ LARGE - 45 SEATER","150"
"3945","Sangagiri fort","Erode, Tamil Nadu, India","LEYLAND - 40 SEATER","150"
"3946","Sangagiri fort","Erode, Tamil Nadu, India","LEYLAND - 36 SEATER","150"
"3947","Sangagiri fort","Erode, Tamil Nadu, India","BENZ- 26 SEATER","150"
"3948","Sangagiri fort","Erode, Tamil Nadu, India","INNOVA CRYSTA 7+1","60"
"3949","Sangagiri fort","Erode, Tamil Nadu, India","INNOVA 7+1","60"
"3950","Sangagiri fort","Erode, Tamil Nadu, India","MUV 6+1","60"
"3951","Sangagiri fort","Erode, Tamil Nadu, India","Tempo Traveller 12 Seater","80"
"3952","Sangagiri fort","Erode, Tamil Nadu, India","Innova Crysta 6+1","60"
"3953","Sangagiri fort","Erode, Tamil Nadu, India","Innova","60"
"3954","Sangagiri fort","Erode, Tamil Nadu, India","Sedan","60"
"3955","Paravasa ulagam","Salem","VOLVO - 43 SEATER","150"
"3956","Paravasa ulagam","Salem","BENZ LARGE - 45 SEATER","150"
"3957","Paravasa ulagam","Salem","LEYLAND - 40 SEATER","150"
"3958","Paravasa ulagam","Salem","LEYLAND - 36 SEATER","150"
"3959","Paravasa ulagam","Salem","BENZ- 26 SEATER","150"
"3960","Paravasa ulagam","Salem","INNOVA CRYSTA 7+1","60"
"3961","Paravasa ulagam","Salem","INNOVA 7+1","60"
"3962","Paravasa ulagam","Salem","MUV 6+1","60"
"3963","Paravasa ulagam","Salem","Tempo Traveller 12 Seater","80"
"3964","Paravasa ulagam","Salem","Innova Crysta 6+1","60"
"3965","Paravasa ulagam","Salem","Innova","60"
"3966","Paravasa ulagam","Salem","Sedan","60"
"3967","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","VOLVO - 43 SEATER","150"
"3968","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","BENZ LARGE - 45 SEATER","150"
"3969","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","LEYLAND - 40 SEATER","150"
"3970","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","LEYLAND - 36 SEATER","150"
"3971","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","BENZ- 26 SEATER","150"
"3972","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","INNOVA CRYSTA 7+1","60"
"3973","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","INNOVA 7+1","60"
"3974","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","MUV 6+1","60"
"3975","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","Tempo Traveller 12 Seater","80"
"3976","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","Innova Crysta 6+1","60"
"3977","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","Innova","60"
"3978","Mannar marine national park","Rameswaram, Railway Station|Rameswaram","Sedan","60"
"3979","Bell tower","Thanjavur, Railway Station|Thanjavur","VOLVO - 43 SEATER","150"
"3980","Bell tower","Thanjavur, Railway Station|Thanjavur","BENZ LARGE - 45 SEATER","150"
"3981","Bell tower","Thanjavur, Railway Station|Thanjavur","LEYLAND - 40 SEATER","150"
"3982","Bell tower","Thanjavur, Railway Station|Thanjavur","LEYLAND - 36 SEATER","150"
"3983","Bell tower","Thanjavur, Railway Station|Thanjavur","BENZ- 26 SEATER","150"
"3984","Bell tower","Thanjavur, Railway Station|Thanjavur","INNOVA CRYSTA 7+1","60"
"3985","Bell tower","Thanjavur, Railway Station|Thanjavur","INNOVA 7+1","60"
"3986","Bell tower","Thanjavur, Railway Station|Thanjavur","MUV 6+1","60"
"3987","Bell tower","Thanjavur, Railway Station|Thanjavur","Tempo Traveller 12 Seater","60"
"3988","Bell tower","Thanjavur, Railway Station|Thanjavur","Innova Crysta 6+1","60"
"3989","Bell tower","Thanjavur, Railway Station|Thanjavur","Innova","60"
"3990","Bell tower","Thanjavur, Railway Station|Thanjavur","Sedan","60"
"3991","Cholan art village","Thanjavur, Railway Station|Thanjavur","VOLVO - 43 SEATER","150"
"3992","Cholan art village","Thanjavur, Railway Station|Thanjavur","BENZ LARGE - 45 SEATER","150"
"3993","Cholan art village","Thanjavur, Railway Station|Thanjavur","LEYLAND - 40 SEATER","150"
"3994","Cholan art village","Thanjavur, Railway Station|Thanjavur","LEYLAND - 36 SEATER","150"
"3995","Cholan art village","Thanjavur, Railway Station|Thanjavur","BENZ- 26 SEATER","150"
"3996","Cholan art village","Thanjavur, Railway Station|Thanjavur","INNOVA CRYSTA 7+1","60"
"3997","Cholan art village","Thanjavur, Railway Station|Thanjavur","INNOVA 7+1","60"
"3998","Cholan art village","Thanjavur, Railway Station|Thanjavur","MUV 6+1","60"
"3999","Cholan art village","Thanjavur, Railway Station|Thanjavur","Tempo Traveller 12 Seater","60"
"4000","Cholan art village","Thanjavur, Railway Station|Thanjavur","Innova Crysta 6+1","60"
"4001","Cholan art village","Thanjavur, Railway Station|Thanjavur","Innova","60"
"4002","Cholan art village","Thanjavur, Railway Station|Thanjavur","Sedan","60"
"4003","Spice plantation","Thekkady","VOLVO - 43 SEATER","150"
"4004","Spice plantation","Thekkady","BENZ LARGE - 45 SEATER","150"
"4005","Spice plantation","Thekkady","LEYLAND - 40 SEATER","150"
"4006","Spice plantation","Thekkady","LEYLAND - 36 SEATER","150"
"4007","Spice plantation","Thekkady","BENZ- 26 SEATER","150"
"4008","Spice plantation","Thekkady","INNOVA CRYSTA 7+1","60"
"4009","Spice plantation","Thekkady","INNOVA 7+1","60"
"4010","Spice plantation","Thekkady","MUV 6+1","60"
"4011","Spice plantation","Thekkady","Tempo Traveller 12 Seater","80"
"4012","Spice plantation","Thekkady","Innova Crysta 6+1","60"
"4013","Spice plantation","Thekkady","Innova","60"
"4014","Spice plantation","Thekkady","Sedan","60"
"4015","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","VOLVO - 43 SEATER","150"
"4016","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","BENZ LARGE - 45 SEATER","150"
"4017","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","LEYLAND - 40 SEATER","150"
"4018","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","LEYLAND - 36 SEATER","150"
"4019","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","BENZ- 26 SEATER","150"
"4020","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","INNOVA CRYSTA 7+1","60"
"4021","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","INNOVA 7+1","60"
"4022","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","MUV 6+1","60"
"4023","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Tempo Traveller 12 Seater","80"
"4024","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Innova Crysta 6+1","60"
"4025","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Innova","60"
"4026","Sarvoaram bio park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Sedan","60"
"4027","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","VOLVO - 43 SEATER","150"
"4028","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","BENZ LARGE - 45 SEATER","150"
"4029","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","LEYLAND - 40 SEATER","150"
"4030","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","LEYLAND - 36 SEATER","150"
"4031","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","BENZ- 26 SEATER","150"
"4032","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","INNOVA CRYSTA 7+1","20"
"4033","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","INNOVA 7+1","20"
"4034","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","MUV 6+1","20"
"4035","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Tempo Traveller 12 Seater","40"
"4036","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Innova Crysta 6+1","20"
"4037","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Innova","20"
"4038","Butterfly park","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Sedan","20"
"4039","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","VOLVO - 43 SEATER","150"
"4040","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","BENZ LARGE - 45 SEATER","150"
"4041","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","LEYLAND - 40 SEATER","150"
"4042","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","LEYLAND - 36 SEATER","150"
"4043","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","BENZ- 26 SEATER","150"
"4044","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","INNOVA CRYSTA 7+1","20"
"4045","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","INNOVA 7+1","20"
"4046","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","MUV 6+1","20"
"4047","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Tempo Traveller 12 Seater","40"
"4048","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Innova Crysta 6+1","20"
"4049","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Innova","20"
"4050","Bird sanctuary","Calicut, International Airport|Calicut, Junction Bus Stop|Calicut, Railway Station|Calicut, Kerala, India","Sedan","20"
"4051","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","VOLVO - 43 SEATER","150"
"4052","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","BENZ LARGE - 45 SEATER","150"
"4053","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","LEYLAND - 40 SEATER","150"
"4054","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","LEYLAND - 36 SEATER","150"
"4055","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","BENZ- 26 SEATER","150"
"4056","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","INNOVA CRYSTA 7+1","50"
"4057","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","INNOVA 7+1","50"
"4058","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","MUV 6+1","50"
"4059","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","Tempo Traveller 12 Seater","100"
"4060","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","Innova Crysta 6+1","50"
"4061","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","Innova","50"
"4062","Sudha car museum hyd","Hyderabad, Rajiv Gandhi International Airport|Hyderabad, Telangana, India","Sedan","50"
"4063","Changam puzha park","Ernakulam Railway Station Kerala","VOLVO - 43 SEATER","150"
"4064","Changam puzha park","Ernakulam Railway Station Kerala","BENZ LARGE - 45 SEATER","150"
"4065","Changam puzha park","Ernakulam Railway Station Kerala","LEYLAND - 40 SEATER","150"
"4066","Changam puzha park","Ernakulam Railway Station Kerala","LEYLAND - 36 SEATER","150"
"4067","Changam puzha park","Ernakulam Railway Station Kerala","BENZ- 26 SEATER","150"
"4068","Changam puzha park","Ernakulam Railway Station Kerala","INNOVA CRYSTA 7+1","60"
"4069","Changam puzha park","Ernakulam Railway Station Kerala","INNOVA 7+1","60"
"4070","Changam puzha park","Ernakulam Railway Station Kerala","MUV 6+1","60"
"4071","Changam puzha park","Ernakulam Railway Station Kerala","Tempo Traveller 12 Seater","80"
"4072","Changam puzha park","Ernakulam Railway Station Kerala","Innova Crysta 6+1","60"
"4073","Changam puzha park","Ernakulam Railway Station Kerala","Innova","60"
"4074","Changam puzha park","Ernakulam Railway Station Kerala","Sedan","60"
"4075","Hill palace  museum","Ernakulam Railway Station Kerala","VOLVO - 43 SEATER","150"
"4076","Hill palace  museum","Ernakulam Railway Station Kerala","BENZ LARGE - 45 SEATER","150"
"4077","Hill palace  museum","Ernakulam Railway Station Kerala","LEYLAND - 40 SEATER","150"
"4078","Hill palace  museum","Ernakulam Railway Station Kerala","LEYLAND - 36 SEATER","150"
"4079","Hill palace  museum","Ernakulam Railway Station Kerala","BENZ- 26 SEATER","150"
"4080","Hill palace  museum","Ernakulam Railway Station Kerala","INNOVA CRYSTA 7+1","20"
"4081","Hill palace  museum","Ernakulam Railway Station Kerala","INNOVA 7+1","20"
"4082","Hill palace  museum","Ernakulam Railway Station Kerala","MUV 6+1","20"
"4083","Hill palace  museum","Ernakulam Railway Station Kerala","Tempo Traveller 12 Seater","40"
"4084","Hill palace  museum","Ernakulam Railway Station Kerala","Innova Crysta 6+1","20"
"4085","Hill palace  museum","Ernakulam Railway Station Kerala","Innova","20"
"4086","Hill palace  museum","Ernakulam Railway Station Kerala","Sedan","20"
"4087","Driftwood museum","Kumarakom, Kerala, India","VOLVO - 43 SEATER","150"
"4088","Driftwood museum","Kumarakom, Kerala, India","BENZ LARGE - 45 SEATER","150"
"4089","Driftwood museum","Kumarakom, Kerala, India","LEYLAND - 40 SEATER","150"
"4090","Driftwood museum","Kumarakom, Kerala, India","LEYLAND - 36 SEATER","150"
"4091","Driftwood museum","Kumarakom, Kerala, India","BENZ- 26 SEATER","150"
"4092","Driftwood museum","Kumarakom, Kerala, India","INNOVA CRYSTA 7+1","60"
"4093","Driftwood museum","Kumarakom, Kerala, India","INNOVA 7+1","60"
"4094","Driftwood museum","Kumarakom, Kerala, India","MUV 6+1","60"
"4095","Driftwood museum","Kumarakom, Kerala, India","Tempo Traveller 12 Seater","80"
"4096","Driftwood museum","Kumarakom, Kerala, India","Innova Crysta 6+1","60"
"4097","Driftwood museum","Kumarakom, Kerala, India","Innova","60"
"4098","Driftwood museum","Kumarakom, Kerala, India","Sedan","60"
"4099","Indo portuguese museum","Cochin|Cochin Airport ","VOLVO - 43 SEATER","150"
"4100","Indo portuguese museum","Cochin|Cochin Airport ","BENZ LARGE - 45 SEATER","150"
"4101","Indo portuguese museum","Cochin|Cochin Airport ","LEYLAND - 40 SEATER","150"
"4102","Indo portuguese museum","Cochin|Cochin Airport ","LEYLAND - 36 SEATER","150"
"4103","Indo portuguese museum","Cochin|Cochin Airport ","BENZ- 26 SEATER","150"
"4104","Indo portuguese museum","Cochin|Cochin Airport ","INNOVA CRYSTA 7+1","20"
"4105","Indo portuguese museum","Cochin|Cochin Airport ","INNOVA 7+1","20"
"4106","Indo portuguese museum","Cochin|Cochin Airport ","MUV 6+1","20"
"4107","Indo portuguese museum","Cochin|Cochin Airport ","Tempo Traveller 12 Seater","40"
"4108","Indo portuguese museum","Cochin|Cochin Airport ","Innova Crysta 6+1","20"
"4109","Indo portuguese museum","Cochin|Cochin Airport ","Innova","20"
"4110","Indo portuguese museum","Cochin|Cochin Airport ","Sedan","20"
"4111","Sri chithra art gallery","Trivandrum, Kerala, India|Trivandrum International Airport|Trivandrum Central Railway Station, Chalai Bazaar, Thampanoor, Thiruvananthapuram, Kerala, India|Domestic Airport Terminal 2 Parking Lot, Palayam Airport Road, Vallakkadavu, Trivandrum, Kerala, India","VOLVO - 43 SEATER","0"
